ID;MM_IN_BANK;MM_W_CARD;AGE;GENDER;EDUCATION_LEVEL;MARITAL_STATUS;DEPENDANT_CNT;INCOME_MAIN_AMT;REG_CODE;COUNT_TRANS
500000000120372882;31;30;49;2;-1;-1;0;;32;10
500000004190819101;0;0;54;2;-1;-1;0;;71;2
500000000890424849;3;3;44;1;-1;-1;0;70000.0;24;
500000000051292373;48;32;30;1;-1;3;0;;32;7
500000000049974691;59;51;35;1;1;3;1;40000.0;18;8
500000000004399855;19;1;33;2;1;3;2;25000.0;47;3
500000000052800221;42;42;38;1;-1;-1;0;50000.0;37;9
500000000004371265;83;24;34;1;-1;-1;0;25000.0;35;1
500000000052697321;42;42;45;2;-1;-1;0;;32;6
500000003185815242;0;0;38;1;5;1;0;80000.0;32;4
500000000620065723;19;0;63;2;5;3;0;70000.0;32;4
500000003228401577;4;4;45;1;-1;-1;0;;31;16
500000002849708500;4;4;42;2;-1;-1;0;;78;
500000000387325272;0;0;31;2;-1;-1;0;;80;2
500000001474889447;13;13;35;1;-1;-1;0;;7;12
500000003698866931;0;0;31;2;6;1;2;90000.0;59;7
500000002139978669;9;1;49;1;-1;-1;0;;79;9
500000001390910672;13;9;45;1;-1;-1;0;50000.0;31;8
500000000146305350;2;2;24;1;-1;1;0;;64;5
500000000048719070;70;0;35;2;-1;-1;0;;64;8
500000000143587582;27;27;56;1;-1;-1;0;;53;10
500000000051394369;48;6;67;2;-1;-1;0;;18;2
500000000004564371;177;35;37;2;5;3;0;27000.0;15;2
500000000633269666;18;1;41;1;-1;-1;0;142000.0;28;2
500000000148954152;26;26;26;1;-1;-1;0;;59;3
500000000629780351;18;4;33;2;3;3;0;40000.0;24;8
500000000049254132;63;7;25;2;1;1;0;120000.0;10;
500000000565594654;4;4;50;2;3;3;0;35000.0;53;2
500000002268440554;2;2;45;1;-1;-1;0;198000.0;27;7
500000002522438091;6;6;35;1;-1;-1;0;;31;20
500000000129612923;29;16;39;2;5;3;0;90000.0;31;1
500000001342242339;13;13;23;1;-1;1;0;30000.0;64;5
500000000118142550;8;8;44;1;-1;-1;0;40000.0;68;14
500000000308234196;10;3;52;2;-1;-1;0;;31;5
500000002717809863;5;5;44;1;-1;-1;0;;69;
500000002685275045;5;5;28;1;-1;-1;0;;26;19
500000000054180753;37;7;40;1;-1;-1;0;;31;4
500000000003883670;116;0;62;1;-1;1;0;;79;3
500000002692728407;5;5;46;1;-1;-1;0;25000.0;17;
500000002375906661;7;7;33;1;-1;-1;0;30000.0;10;10
500000000001735496;88;19;31;1;-1;-1;0;30000.0;83;25
500000001656955661;11;11;59;1;-1;-1;0;24000.0;77;3
500000002876151328;4;4;27;1;-1;-1;0;45000.0;1;1
500000000296981166;19;11;42;2;1;3;0;45000.0;18;3
500000000007286674;2;2;43;1;-1;-1;0;57000.0;79;1
500000000117756784;32;32;43;1;-1;-1;0;;32;4
500000000402538845;21;21;57;2;-1;-1;0;;78;12
500000000003446290;101;8;27;2;3;1;0;134550.0;80;1
500000003003111870;4;4;28;1;-1;-1;0;60000.0;32;2
500000000431084227;0;0;29;2;-1;-1;0;75000.0;35;2
500000000053354887;39;39;37;2;-1;2;0;;15;1
500000000002038927;174;37;55;2;5;1;0;133294.0;79;18
500000000055082335;35;8;61;2;-1;-1;0;;64;2
500000000050990870;50;3;53;1;-1;-1;0;30000.0;17;2
500000000319009291;23;23;33;1;-1;-1;0;;59;13
500000000297580484;18;18;34;1;-1;3;0;;65;2
500000000372458223;22;0;47;1;1;3;0;60000.0;70;23
500000000050980135;13;1;26;2;-1;-1;0;;42;2
500000000153778346;20;20;35;2;-1;-1;0;27000.0;59;11
500000002062411573;10;10;38;2;-1;-1;0;70000.0;31;3
500000000005735857;33;22;37;1;-1;3;0;35000.0;17;3
500000000896322650;17;17;61;2;-1;-1;0;;31;4
500000000053923055;36;25;60;2;5;1;0;1300000.0;47;3
500000003513708034;0;0;40;2;5;1;0;70000.0;62;10
500000001187156395;15;9;41;2;-1;-1;0;;35;3
500000002692690373;5;5;21;2;5;1;0;56000.0;80;6
500000000053523531;36;2;38;2;-1;-1;0;;15;4
500000001638990792;12;12;62;1;-1;-1;0;;65;9
500000000049995175;56;1;65;2;-1;-1;0;;74;2
500000000053720179;37;37;45;2;-1;-1;0;;36;3
500000000160882908;24;9;27;2;-1;-1;0;30000.0;74;1
500000000003256569;108;26;49;1;6;1;0;320000.0;74;4
500000000485775139;13;11;43;2;1;3;0;;24;2
500000000054902428;21;21;44;1;3;3;1;70000.0;32;3
500000000889275028;2;2;30;2;-1;1;0;70000.0;47;2
500000000000630634;108;10;59;1;1;3;0;35000.0;47;7
500000000002070536;84;3;33;2;1;3;0;45000.0;39;3
500000003105407810;2;2;59;1;-1;-1;0;;21;3
500000000522066356;19;3;28;1;1;3;0;30000.0;37;4
500000000004917000;82;25;38;2;-1;1;0;40000.0;59;3
500000000054038319;35;21;43;1;-1;-1;0;;52;21
500000000903171760;17;4;23;1;-1;1;0;;57;17
500000002241199288;8;2;53;2;-1;-1;0;30000.0;78;14
500000000002225536;18;18;30;2;-1;-1;0;;65;21
500000001798576105;10;10;42;1;-1;-1;0;;38;1
500000000157506029;24;24;55;2;1;3;0;30000.0;71;8
500000000316650567;23;23;30;1;-1;-1;0;;78;27
500000000053079130;40;40;38;1;-1;-1;0;;62;12
500000003303437837;87;22;45;1;3;3;1;50000.0;32;8
500000000052712020;44;15;45;2;3;2;0;23000.0;29;4
500000000136494949;28;28;35;1;5;1;0;160000.0;22;
500000000006797920;172;19;36;2;-1;1;0;;31;10
500000002320033777;9;0;31;1;-1;-1;0;;31;6
500000000130000347;29;10;29;2;1;3;0;40000.0;41;1
500000000120512968;31;12;43;2;5;3;2;75000.0;68;3
500000000051494719;47;47;42;2;-1;-1;0;;32;
500000000002603360;101;101;59;2;-1;-1;0;25000.0;68;4
500000002692484025;5;5;49;1;-1;-1;0;110000.0;33;4
500000001078177206;9;9;21;2;-1;-1;0;42000.0;47;4
500000000124714264;30;30;65;1;-1;3;0;31000.0;31;5
500000004361211487;109;2;49;2;5;4;1;30000.0;59;10
500000000053080527;40;6;33;2;5;5;1;182000.0;47;18
500000000053892383;17;8;32;2;5;1;0;40000.0;59;4
500000000129417078;29;18;22;1;1;1;0;48000.0;22;14
500000000048617279;33;33;41;2;-1;-1;0;;31;4
500000000002481802;107;18;45;1;-1;-1;0;90000.0;15;25
500000002623209140;5;5;24;1;-1;-1;0;42000.0;32;2
500000000501653691;21;0;23;1;-1;1;0;626000.0;71;6
500000000143582105;27;27;42;1;-1;-1;0;;32;1
500000000006062506;103;45;38;1;-1;4;1;;2;8
500000000054643264;3;3;37;2;-1;-1;0;;53;23
500000000399109537;3;3;35;1;-1;-1;0;;25;2
500000003982716278;0;0;41;2;5;2;0;70000.0;57;1
500000000004937175;175;20;44;1;5;3;1;130000.0;32;2
500000002268516324;7;7;57;2;1;4;0;34000.0;21;
500000000629786027;2;2;60;2;-1;-1;0;;81;3
500000000049347024;62;25;36;1;-1;3;0;75000.0;77;36
500000000135312978;23;2;32;1;-1;-1;0;;48;4
500000001519805823;4;4;40;1;-1;-1;0;;68;3
500000000390847123;18;18;54;1;-1;-1;0;52000.0;25;6
500000000053822122;36;32;26;2;5;1;0;35000.0;43;4
500000003408013264;2;2;44;1;-1;3;0;;43;4
500000000053672347;37;0;44;1;-1;1;0;30000.0;21;4
500000000006379784;106;20;51;2;3;1;0;38000.0;75;1
500000000050951244;51;0;42;1;6;3;0;120000.0;32;3
500000000054858775;33;25;36;1;-1;-1;0;;32;10
500000000611434878;8;8;34;1;-1;1;0;30000.0;24;1
500000000052218036;44;8;45;1;-1;-1;0;;65;18
500000000160882774;24;24;42;1;-1;-1;0;30000.0;81;5
500000002239987166;0;0;32;2;-1;-1;0;60000.0;67;5
500000003958595210;0;0;16;2;-1;1;0;;31;1
500000000051961063;45;45;79;1;-1;-1;0;;31;5
500000000412415116;22;21;22;2;4;1;0;45000.0;24;1
500000000516492175;19;19;32;2;-1;3;0;;67;4
500000000158241382;7;7;53;2;-1;-1;0;70000.0;42;2
500000000514067248;0;0;36;2;-1;-1;0;40000.0;59;3
500000000141909203;27;21;23;1;1;1;0;18000.0;39;5
500000000007635595;77;21;29;1;-1;-1;0;50000.0;65;12
500000000052091376;45;20;50;2;-1;-1;0;30000.0;78;14
500000003261372445;5;3;21;1;-1;-1;0;78000.0;31;2
500000002268401377;7;7;28;2;-1;-1;0;60000.0;42;3
500000000476378609;21;21;56;2;-1;-1;0;;32;15
500000003078858731;5;5;51;1;-1;-1;0;;58;
500000000007333429;70;2;24;1;3;1;0;30000.0;79;27
500000002887922259;4;4;35;2;-1;-1;0;30000.0;37;1
500000001010944228;7;7;45;2;-1;-1;0;;18;5
500000001076560879;7;7;45;2;-1;-1;0;128000.0;56;1
500000000053312799;39;39;49;1;-1;-1;0;;32;1
500000003573455767;1;1;18;2;-1;-1;0;;42;1
500000004119933878;1;1;46;1;-1;3;0;;32;2
500000002290812554;7;7;23;1;-1;-1;0;;9;3
500000000133186292;28;17;64;1;-1;-1;0;;76;4
500000000006220002;85;3;30;1;5;2;0;34000.0;79;1
500000000049479525;60;60;54;2;5;1;0;90000.0;32;6
500000003776109097;0;0;17;2;-1;-1;0;;31;
500000004143478216;0;0;17;2;-1;-1;0;;18;10
500000003020425225;4;4;25;2;-1;-1;0;;37;19
500000000470945197;21;21;28;2;1;3;2;30000.0;59;6
500000001927701023;4;4;43;2;1;1;0;110000.0;37;1
500000003065432141;3;0;42;2;-1;-1;0;;11;
500000000005097963;84;1;35;2;5;1;0;28000.0;79;1
500000000001789139;38;37;53;2;5;3;0;60000.0;32;4
500000000054050805;35;13;27;2;-1;-1;0;;77;2
500000003201709649;3;2;59;1;-1;-1;0;118000.0;14;2
500000000050744336;49;19;26;1;-1;3;0;114000.0;40;2
500000000122611301;31;11;52;2;-1;3;0;;62;
500000002770239229;5;4;37;1;5;1;0;;42;2
500000000050130602;55;22;63;1;-1;-1;0;;31;10
500000000053154421;40;9;36;2;-1;-1;0;47000.0;24;9
500000000050978576;49;49;41;2;5;3;2;153000.0;31;4
500000001008175820;17;17;38;1;-1;-1;0;;68;2
500000000054907129;28;2;24;2;-1;-1;0;30000.0;75;7
500000000005834605;91;0;30;1;5;3;1;15000.0;59;1
500000001807065460;1;0;46;2;5;2;1;24000.0;64;17
500000002457424082;7;7;60;1;-1;-1;0;60000.0;37;2
500000003925762883;1;0;28;1;-1;-1;0;;68;2
500000001363726927;13;13;50;2;-1;-1;0;;72;15
500000000052761022;42;42;24;1;-1;-1;0;80000.0;28;1
500000000000470071;91;3;29;2;5;2;0;40000.0;33;4
500000000161895466;24;24;32;2;5;1;0;30000.0;65;5
500000000616191003;18;18;45;2;-1;-1;0;;31;6
500000001452455241;13;2;44;2;-1;-1;0;60000.0;22;21
500000000123129043;31;4;29;2;5;3;0;100000.0;3;6
500000000003684120;3;3;35;1;1;3;0;144000.0;76;4
500000000051876721;46;8;32;2;-1;-1;0;;59;3
500000000125224830;30;0;61;2;-1;-1;0;;3;15
500000000622601678;18;18;62;2;-1;-1;0;;0;1
500000003287317861;2;2;20;2;-1;-1;0;;32;19
500000000519748588;19;6;43;2;-1;-1;0;;64;1
500000000050842498;51;12;44;1;5;3;2;80000.0;31;21
500000001969991351;9;9;61;1;-1;-1;0;60000.0;31;7
500000000401340946;23;0;52;1;3;3;0;50000.0;81;1
500000002058130292;6;1;52;1;5;2;0;45000.0;37;5
500000000414797379;2;2;26;2;1;3;2;60000.0;55;3
500000000005032030;99;32;38;2;4;-1;2;27000.0;47;2
500000000124190662;31;31;41;1;-1;-1;0;;64;4
500000000048673971;69;19;51;1;5;3;1;200000.0;73;5
500000000390855726;8;8;62;2;-1;-1;0;50000.0;62;1
500000000320838992;20;10;32;2;3;1;0;60000.0;11;4
500000000002899412;87;6;40;2;1;-1;1;100000.0;67;3
500000000004609058;125;122;32;2;5;-1;0;70000.0;31;3
500000003138682612;2;2;36;1;-1;-1;0;300000.0;65;
500000003531569977;1;1;17;2;-1;-1;0;;81;2
500000001076580627;6;0;47;1;5;3;0;;31;2
500000000161891117;24;13;50;2;1;5;0;79000.0;68;2
500000000138624932;15;9;30;1;1;1;0;;86;2
500000004149029676;1;1;16;2;-1;1;0;;68;2
500000000050536699;52;19;32;1;5;3;1;115000.0;31;
500000000501665579;20;20;24;2;-1;-1;0;;8;1
500000003608724321;1;0;45;1;3;3;0;40000.0;75;6
500000002692482577;5;5;22;1;-1;-1;0;;35;
500000000162305238;24;20;63;2;5;3;0;30000.0;9;3
500000000373621500;3;3;39;1;-1;-1;0;80000.0;80;8
500000002358197700;7;7;46;1;-1;-1;0;30000.0;76;2
500000001072938520;5;4;34;2;-1;-1;0;30000.0;62;2
500000001818205758;10;2;22;2;-1;3;0;;63;4
500000000139225737;27;27;48;2;-1;-1;0;;19;8
500000000052177549;17;8;28;2;-1;-1;0;60000.0;31;8
500000000146467956;26;0;44;1;5;3;0;27000.0;71;10
500000000007610494;18;2;28;2;-1;-1;0;13000.0;8;15
500000002953372612;2;2;36;2;-1;-1;0;51000.0;80;8
500000000319916022;24;24;34;2;-1;-1;0;75000.0;78;2
500000002344821183;7;7;43;1;-1;-1;0;;37;2
500000003738363093;0;0;53;1;-1;-1;0;100000.0;68;7
500000000003622361;116;31;51;2;1;3;0;45000.0;24;1
500000000409128215;21;11;25;2;-1;-1;0;;29;
500000000404902176;21;21;30;1;-1;1;0;;35;11
500000003999066645;0;0;30;2;-1;-1;0;45000.0;79;11
500000000052091795;45;10;36;2;-1;1;0;26000.0;73;1
500000000124015744;30;0;26;1;-1;-1;0;25000.0;42;2
500000000050409029;53;8;43;2;5;4;0;70000.0;12;4
500000000298507131;4;0;29;1;-1;-1;0;40000.0;25;5
500000000054536509;28;28;55;2;-1;-1;0;;31;2
500000004368788489;0;0;47;2;5;3;0;71000.0;47;1
500000000054001038;4;0;48;2;3;3;1;;80;6
500000000001343403;103;18;34;2;-1;4;0;35000.0;66;21
500000000306772823;20;0;32;2;1;3;2;20000.0;32;3
500000002188636409;8;8;42;1;-1;-1;0;100000.0;62;7
500000003249096147;3;3;32;1;-1;-1;0;;63;22
500000000402544440;21;21;29;1;-1;-1;0;;9;1
500000000589238908;20;0;26;2;4;3;1;35000.0;21;2
500000000049660803;56;2;31;1;5;3;0;;62;10
500000000366649572;5;2;37;1;5;3;2;300000.0;31;4
500000003728585250;0;0;28;2;-1;-1;0;45000.0;15;8
500000000154665811;25;25;27;1;-1;-1;0;50000.0;59;
500000002081553610;9;9;46;1;-1;-1;0;;31;17
500000000119300897;31;31;27;1;-1;-1;0;;68;3
500000003310649469;1;1;29;1;-1;-1;0;80000.0;36;2
500000001793358522;4;0;29;2;-1;-1;0;90000.0;65;1
500000000054034787;36;11;36;1;-1;-1;0;;36;3
500000000582439522;19;19;26;1;-1;-1;0;;64;4
500000002494264804;4;4;43;2;-1;-1;0;30000.0;37;3
500000003560555575;2;0;32;1;1;3;2;;28;5
500000002924881019;4;4;18;2;-1;-1;0;;53;
500000000388725083;8;8;26;1;-1;-1;0;;24;3
500000003287145881;2;2;40;1;-1;-1;0;;83;1
500000000050265268;3;1;42;2;-1;-1;0;;35;6
500000000117288191;0;0;25;2;-1;-1;0;57000.0;53;1
500000000123996077;2;2;24;2;-1;-1;0;;25;1
500000000049250296;63;63;47;1;-1;-1;0;;22;21
500000000053975891;20;20;30;1;-1;-1;0;60000.0;11;8
500000000007445058;79;20;52;2;-1;-1;0;25000.0;25;
500000003559541604;0;0;39;2;-1;-1;0;44500.0;21;4
500000000404919016;21;21;20;1;-1;-1;0;;35;2
500000000004191039;106;14;51;2;1;3;0;12000.0;24;15
500000000048856111;67;11;63;2;1;3;0;36000.0;47;5
500000000050059542;34;19;33;2;-1;-1;0;;25;2
500000000005212101;0;0;42;1;-1;-1;0;25000.0;62;15
500000000161444063;20;0;42;2;1;4;0;44000.0;25;2
500000000004108638;90;0;37;1;1;3;0;30000.0;31;3
500000000002650783;42;34;37;1;-1;-1;0;62000.0;32;
500000001935227379;10;10;30;1;-1;-1;0;;35;7
500000000049753671;58;23;68;1;-1;-1;0;;81;5
500000000597677161;19;2;26;2;-1;-1;0;80000.0;59;1
500000000006324501;188;187;39;1;-1;-1;0;;31;20
500000000180109413;16;2;26;2;-1;-1;0;;41;9
500000002498403645;6;6;46;2;-1;-1;0;55000.0;19;4
500000000617434586;17;2;30;1;-1;-1;0;25000.0;2;9
500000000379277434;20;5;47;1;1;4;0;;43;3
500000000053697583;33;1;40;1;-1;-1;0;;59;7
500000003315502738;2;1;39;1;-1;-1;0;135000.0;24;
500000004298500475;0;0;33;1;-1;-1;0;;11;1
500000000501653496;20;20;31;2;-1;-1;0;20000.0;55;2
500000000005893121;115;19;36;2;-1;-1;0;45000.0;37;11
500000000005257419;91;4;38;2;1;3;2;60000.0;59;3
500000002692458604;5;3;30;2;-1;-1;0;51000.0;35;1
500000000053588318;37;37;44;1;-1;-1;0;;31;5
500000003419547202;2;2;34;1;-1;-1;0;;30;10
500000004438036164;0;0;33;1;-1;-1;0;;33;3
500000003745002093;0;0;60;1;5;3;0;250000.0;37;1
500000000002596571;91;1;30;1;-1;1;0;46000.0;35;5
500000000055129959;29;21;41;1;-1;3;0;;24;4
500000000049953919;1;1;26;1;-1;-1;0;;15;
500000000003558745;143;137;31;1;-1;-1;0;;24;9
500000000002002230;97;97;59;2;6;1;1;27000.0;68;
500000003274770074;2;2;58;2;-1;-1;0;;1;1
500000000051409734;48;22;33;2;5;3;2;74000.0;70;6
500000003503471007;3;0;35;1;-1;-1;0;;35;5
500000000138631519;16;16;48;2;5;3;2;;32;6
500000001865415103;3;1;36;1;-1;-1;0;;22;15
500000003380734222;2;2;37;1;-1;-1;0;;11;
500000002428525101;0;0;52;1;-1;-1;0;;39;1
500000003758674230;0;0;57;1;-1;-1;0;;59;8
500000002108662525;8;8;44;2;-1;3;0;;28;7
500000000006017171;98;23;32;2;-1;-1;0;25000.0;48;2
500000000004864071;173;0;33;1;5;1;0;110000.0;31;33
500000004071510353;1;1;21;1;-1;-1;0;;65;1
500000000051656240;47;1;29;2;-1;-1;0;40000.0;81;1
500000000127267720;30;18;26;2;-1;-1;0;30000.0;32;2
500000000483201568;20;20;53;2;-1;-1;0;35000.0;81;3
500000000004438587;107;3;44;1;5;1;0;65000.0;62;4
500000000052927277;41;39;27;2;1;1;0;69000.0;43;8
500000000050303446;54;54;51;1;-1;-1;0;;10;9
500000004319774968;1;1;18;2;-1;-1;0;;0;1
500000000633271410;2;2;42;2;5;1;0;65000.0;24;1
500000000052123939;45;35;49;2;-1;3;0;;62;2
500000000128960681;29;22;52;2;-1;3;0;;81;2
500000003333135621;2;2;44;2;-1;-1;0;30000.0;32;3
500000002319927322;7;7;32;2;-1;-1;0;32000.0;35;3
500000003692606236;0;0;41;2;-1;-1;0;;47;3
500000000509895195;2;0;24;2;1;3;1;;24;5
500000000002178243;100;0;50;2;-1;3;0;;79;24
500000000049825714;11;8;35;1;1;3;1;;24;3
500000000507010593;20;1;63;2;5;4;0;70000.0;38;4
500000000124977192;5;5;43;1;-1;-1;0;;59;1
500000003592599479;1;1;33;2;-1;-1;0;116000.0;31;9
500000000007016849;189;131;63;1;-1;-1;0;;31;3
500000000052596352;43;13;44;1;-1;-1;0;;62;3
500000000000053804;109;40;37;2;5;3;1;10000.0;47;3
500000000049859469;57;9;46;1;3;3;0;25000.0;59;12
500000000049877576;57;2;24;2;-1;-1;0;40000.0;24;16
500000000004047977;83;83;43;1;5;-1;2;338000.0;31;18
500000000049341161;62;8;38;2;5;1;0;78000.0;37;3
500000003287009311;4;4;49;2;-1;3;0;;24;4
500000002710820587;5;5;41;1;-1;4;0;;70;22
500000000050832781;51;24;67;2;-1;-1;0;30000.0;9;3
500000000050540948;3;1;30;2;5;4;0;240000.0;31;2
500000000405776868;21;21;61;2;-1;5;0;;24;1
500000000162910294;24;24;37;1;-1;-1;0;;32;
500000000389377536;22;22;22;2;-1;-1;0;;13;2
500000004236150373;0;0;46;1;-1;-1;0;;31;2
500000000144196087;27;27;38;2;-1;-1;0;;65;2
500000000052468782;43;38;41;1;3;1;0;98000.0;31;19
500000001428407316;9;9;22;-1;-1;-1;0;;40;1
500000000055093589;32;32;26;2;-1;-1;0;;80;2
500000000051408460;48;48;26;1;-1;-1;0;;24;2
500000000379285433;22;22;34;2;-1;-1;0;;31;5
500000000006567715;156;111;61;2;-1;-1;0;;79;1
500000000053398284;38;14;32;2;-1;4;0;;47;18
500000000005148588;57;8;64;1;-1;-1;0;35000.0;81;3
500000002925181542;2;2;27;2;-1;-1;0;30000.0;35;1
500000000001432390;95;57;34;2;1;4;0;25000.0;62;12
500000000005634857;24;9;34;1;1;3;2;55000.0;47;1
500000001714718015;1;0;27;1;-1;-1;0;50000.0;59;
500000000122776805;32;26;31;2;5;1;1;150000.0;37;
500000001678831766;8;8;43;1;-1;-1;0;30000.0;77;5
500000000017763497;73;41;70;1;-1;-1;0;;31;2
500000000053689785;28;0;37;2;-1;-1;0;;28;3
500000002815560641;4;4;38;1;-1;-1;0;100000.0;6;22
500000001515380349;12;12;36;2;-1;-1;0;;9;9
500000001659905348;2;1;38;2;1;3;2;30000.0;37;6
500000002572108833;6;6;47;1;-1;-1;0;100000.0;59;1
500000000006789402;165;165;70;2;3;1;0;55000.0;79;5
500000000162720945;5;1;49;2;-1;3;0;;39;8
500000002280051204;7;7;52;2;-1;-1;0;60000.0;32;11
500000000002181174;164;0;49;2;-1;3;2;104000.0;79;5
500000000141744213;27;27;40;1;-1;-1;0;53000.0;67;5
500000000051481707;47;15;47;2;-1;-1;0;;31;
500000000007146158;191;3;41;2;5;3;3;190000.0;79;34
500000000627723083;3;3;34;1;-1;-1;0;;31;17
500000003864038347;1;1;36;1;-1;-1;0;;32;3
500000000049779811;55;55;34;1;-1;-1;0;38000.0;72;2
500000002019878021;9;9;36;2;-1;-1;0;;24;1
500000001656991108;12;12;56;2;-1;-1;0;17767.0;25;1
500000001390921394;13;13;28;2;-1;-1;0;;31;3
500000000052306136;7;7;49;1;-1;-1;0;60000.0;55;8
500000003886690391;1;1;48;1;-1;-1;0;198000.0;31;12
500000000053084009;0;0;36;2;-1;-1;0;220000.0;24;1
500000004078968955;0;0;52;1;5;1;0;120000.0;35;4
500000002239994824;8;1;40;2;-1;-1;0;160000.0;1;7
500000000051578776;47;47;40;2;-1;-1;0;;63;3
500000000051371118;50;27;41;2;-1;-1;0;;79;1
500000000138471639;28;28;36;1;-1;-1;0;;53;2
500000000003470819;88;21;42;1;5;3;3;321000.0;80;14
500000003900950950;2;2;67;1;-1;-1;0;;59;5
500000003485302909;0;0;32;2;-1;-1;0;50000.0;66;8
500000002176389609;8;7;34;2;-1;-1;0;50000.0;37;
500000001726592225;11;11;38;2;-1;-1;0;;24;9
500000000052973789;41;24;22;2;-1;-1;0;55000.0;42;24
500000000299844570;23;17;54;1;-1;-1;0;;29;2
500000003346255125;2;2;29;2;-1;-1;0;144000.0;43;6
500000000570630472;22;19;31;1;-1;-1;0;;65;37
500000000006795451;191;191;59;1;1;3;0;64367.0;2;4
500000002280047522;7;7;21;2;-1;-1;0;;53;10
500000000000818000;1;1;33;2;-1;-1;0;35000.0;32;4
500000002572040077;3;3;28;1;-1;-1;0;60000.0;1;12
500000002118398147;219;10;49;1;-1;3;0;87000.0;79;27
500000000432177277;14;14;21;1;-1;-1;0;;35;5
500000004432021124;0;0;48;2;-1;-1;0;;24;2
500000000053471428;38;21;43;1;-1;-1;0;100000.0;37;5
500000003452849131;3;3;48;1;-1;-1;0;30000.0;27;4
500000000158059665;23;23;42;2;-1;3;0;80000.0;65;6
500000000504682106;20;20;45;1;-1;-1;0;;35;30
500000000154868407;25;20;41;1;-1;3;0;30000.0;68;3
500000003561409290;1;1;54;2;-1;-1;0;30000.0;46;3
500000000051007617;50;21;35;2;5;3;0;65000.0;35;
500000000052705250;42;16;42;2;5;3;0;85000.0;47;2
500000000497999490;17;17;48;1;-1;-1;0;;11;4
500000000125219092;30;30;48;2;-1;-1;0;;65;18
500000003407355586;3;3;40;1;-1;-1;0;;68;4
500000000297194940;5;5;29;1;-1;-1;0;;25;11
500000000298950822;23;23;65;2;-1;-1;0;;37;1
500000000003345819;100;0;32;2;5;1;0;30000.0;23;12
500000002666273604;5;4;25;2;-1;-1;0;37000.0;9;2
500000001374243563;13;13;63;1;-1;-1;0;;37;11
500000002358234564;7;4;49;1;3;3;0;;68;1
500000004361152095;1;1;44;2;-1;-1;0;;62;1
500000000128978029;15;5;32;1;-1;-1;0;;32;22
500000000145979861;26;26;48;2;-1;-1;0;;24;5
500000002036646357;9;9;50;1;-1;-1;0;;65;5
500000000004726978;139;46;55;1;5;3;4;266000.0;32;26
500000002198564196;7;4;45;1;-1;-1;0;50000.0;1;2
500000000377914729;22;22;35;1;-1;-1;0;;42;1
500000000048828114;67;16;43;2;5;1;1;75000.0;68;2
500000000053057853;40;22;40;1;-1;-1;0;;69;6
500000000117918625;32;21;35;1;5;3;0;84000.0;68;5
500000000003881363;105;0;40;1;-1;-1;0;25000.0;47;
500000004236146356;0;0;19;2;-1;-1;0;;39;
500000003287262449;2;2;45;1;-1;-1;0;;24;3
500000000053485569;39;25;41;2;5;3;3;168450.0;37;1
500000000054715451;33;0;35;1;-1;-1;0;122000.0;32;8
500000002880484817;3;3;21;1;-1;-1;0;;38;15
500000000002805401;10;9;35;2;4;3;0;76000.0;38;2
500000001965958970;5;2;21;2;-1;-1;0;92000.0;24;8
500000000150515884;25;1;34;1;-1;-1;0;300000.0;31;11
500000000476373113;20;10;41;2;-1;2;1;92000.0;2;2
500000000000369333;7;7;58;2;5;1;0;1000000.0;21;3
500000000484430903;21;21;35;2;-1;-1;0;;31;5
500000000507015342;32;3;21;1;-1;-1;0;;49;30
500000003380794821;0;0;43;2;5;3;2;854000.0;24;12
500000001289871432;17;14;56;1;-1;-1;0;;59;4
500000000001743497;90;20;39;2;1;3;2;35000.0;47;5
500000000050177375;55;2;47;2;-1;-1;0;;29;5
500000000153406551;25;7;23;2;-1;4;0;;55;3
500000000144185631;1;0;34;1;5;3;0;30000.0;66;17
500000000123295564;31;25;55;2;-1;-1;0;;65;11
500000000409788304;21;21;21;2;-1;-1;0;;11;5
500000000129613362;29;15;38;1;3;3;0;120000.0;21;1
500000000049219215;63;27;45;1;-1;-1;0;;32;6
500000000051832797;27;21;33;2;3;4;0;60000.0;78;
500000000562750803;21;21;30;1;-1;-1;0;;27;1
500000000123302734;31;27;42;1;-1;-1;0;;65;10
500000001101583428;14;4;41;1;-1;-1;0;55000.0;32;2
500000002498455258;110;0;41;1;3;3;0;170000.0;25;6
500000000388725460;25;0;22;1;-1;-1;0;;31;4
500000000049229870;63;19;27;1;-1;-1;0;;68;22
500000003107099896;3;3;28;1;-1;-1;0;;62;3
500000000127853159;20;17;43;2;4;3;1;68000.0;66;23
500000003293339587;2;2;49;2;-1;-1;0;50000.0;65;3
500000001131105741;8;8;64;2;-1;-1;0;;31;2
500000003105638289;3;3;27;2;1;3;2;35000.0;21;2
500000000053496872;38;2;27;2;-1;-1;0;;24;6
500000002498436308;6;6;25;1;-1;-1;0;100000.0;6;14
500000000055185682;11;11;43;1;-1;-1;0;110000.0;31;2
500000000050549946;52;1;32;1;-1;4;0;;33;1
500000003228049320;3;3;56;2;-1;-1;0;;42;9
500000000005499604;105;18;52;2;-1;-1;0;20000.0;4;4
500000000501667082;19;19;47;2;-1;-1;0;35000.0;37;4
500000001673397274;11;11;25;1;5;1;0;93600.0;15;27
500000000049646019;59;20;67;2;-1;-1;0;10000.0;79;1
500000000049658557;59;22;46;2;-1;3;0;12000.0;59;8
